L,omega,Re(sigma),Im(sigma),delta_1,Stability
3.0,10474.747474747475,-26933.88187573026,-4240.81478535753,1.376e-05,Stable
3.0,10616.161616161617,-23814.425721734395,-3251.2245163789685,1.376e-05,Stable
3.0,10757.575757575758,-21017.90688491193,-3283.8227908751514,1.376e-05,Stable
3.0,10898.9898989899,-18706.590028374172,-3967.4868511833665,1.376e-05,Stable
3.0,11040.40404040404,-16885.03602091314,-5030.771787346942,1.376e-05,Stable
3.0,11181.818181818182,-15499.281391778564,-6300.079076678975,1.376e-05,Stable
3.0,11323.232323232323,-14485.067048328745,-7671.210472594018,1.376e-05,Stable
3.0,11464.646464646465,-13786.398340319758,-9083.045631645215,1.376e-05,Stable
3.0,11606.060606060608,-13360.561624396301,-10499.042642027385,1.376e-05,Stable
3.0,11747.47474747475,-13177.84602329737,-11895.257000885746,1.376e-05,Stable
3.0,11888.88888888889,-13219.460313042575,-13252.568631869444,1.376e-05,Stable
3.0,12030.303030303032,-13474.825755175832,-14551.335840846412,1.376e-05,Stable
3.0,12171.717171717173,-13938.378370597977,-15767.404077337986,1.376e-05,Stable
3.0,12313.131313131315,-14605.541456045807,-16869.043526667618,1.376e-05,Stable
3.0,12454.545454545456,-15467.371787934262,-17815.036984303115,1.376e-05,Stable
3.0,12595.959595959597,-16503.574184147055,-18554.864876915006,1.376e-05,Stable
3.0,12737.373737373739,-17674.352680359647,-19032.637159708178,1.376e-05,Stable
3.0,12878.78787878788,-18913.158109551016,-19196.603431815536,1.376e-05,Stable
3.0,13020.202020202021,-20124.51681431952,-19014.751362457966,1.376e-05,Stable
3.0,13161.616161616163,-21192.226688753824,-18493.334976072525,1.376e-05,Stable
3.0,13303.030303030304,-22000.57254826151,-17690.211516941792,1.376e-05,Stable
3.0,13444.444444444445,-22463.678585019767,-16712.957557221423,1.376e-05,Stable
3.0,13585.858585858587,-22550.05857669583,-15697.671039633584,1.376e-05,Stable
3.0,13727.272727272728,-22289.236865908777,-14776.236829314414,1.376e-05,Stable
3.0,13868.68686868687,-21757.617820639913,-14047.567390793774,1.376e-05,Stable
3.0,14010.10101010101,-21052.938193352624,-13564.496167192165,1.376e-05,Stable
3.0,14151.515151515152,-20270.32137670659,-13337.103275102729,1.376e-05,Stable
3.0,14292.929292929293,-19487.682110880633,-13345.33214633169,1.376e-05,Stable
3.0,14434.343434343435,-18761.004949203263,-13552.951718737411,1.376e-05,Stable
3.0,14575.757575757576,-18126.085902944065,-13918.302635431966,1.376e-05,Stable
3.0,14717.17171717172,-17602.980726553094,-14400.752864865974,1.376e-05,Stable
3.0,14858.58585858586,-17200.68107927848,-14963.662271813926,1.376e-05,Stable
3.0,15000.0,-16920.88262197813,-15575.132121919734,1.376e-05,Stable
3.0,1000.0,-415.2063426761157,12580.05725120321,2.064e-05,Stable
3.0,1141.4141414141413,-421.8125099551165,8985.777529471643,2.064e-05,Stable
3.0,1282.828282828283,-432.3195044251913,5861.934732279698,2.064e-05,Stable
3.0,1424.2424242424242,-448.6141155873123,3030.8356807338832,2.064e-05,Stable
3.0,1565.6565656565658,-473.49946984157515,367.8008546099427,2.064e-05,Stable
3.0,1707.0707070707072,-511.23347563817225,-2224.9670196410243,2.064e-05,Stable
3.0,1848.4848484848485,-568.46058082331,-4834.65451817026,2.064e-05,Stable
3.0,1989.8989898989898,-655.8916757456072,-7550.543749550541,2.064e-05,Stable
3.0,2131.3131313131316,-791.4839503521442,-10477.253957458419,2.064e-05,Stable
3.0,2272.727272727273,-1006.8221250813895,-13752.839388201974,2.064e-05,Stable
3.0,2414.1414141414143,-1360.8700035868173,-17578.808252362036,2.064e-05,Stable
3.0,2555.5555555555557,-1972.3555705968056,-22276.852473377665,2.064e-05,Stable
3.0,2696.969696969697,-3105.1996690956703,-28407.707045543357,2.064e-05,Stable
3.0,2838.3838383838383,-5430.2316889550075,-37044.95104167985,2.064e-05,Stable
3.0,2979.7979797979797,-11008.230437947794,-50446.7862125885,2.064e-05,Stable
3.0,3121.2121212121215,-28152.33162508106,-73245.39118598386,2.064e-05,Stable
3.0,3262.626262626263,-98927.31636983382,-95465.30629145502,2.064e-05,Stable
3.0,3404.040404040404,-148163.71202959662,45002.42127303045,2.064e-05,Stable
3.0,3545.4545454545455,-53529.72164766614,65219.23385447159,2.064e-05,Stable
3.0,3686.8686868686873,-24706.565143276075,44773.320081343525,2.064e-05,Stable
3.0,3828.2828282828286,-14718.479441080794,31292.078493990863,2.064e-05,Stable
3.0,3969.69696969697,-10213.965073244204,22487.811131901413,2.064e-05,Stable
3.0,4111.111111111111,-7815.340262073813,16247.395931346438,2.064e-05,Stable
3.0,4252.525252525253,-6401.128851036314,11489.0629377817,2.064e-05,Stable
3.0,4393.939393939394,-5517.891384113302,7638.807468823732,2.064e-05,Stable
3.0,4535.353535353535,-4956.424861286004,4367.699862144511,2.064e-05,Stable
3.0,4676.767676767677,-4612.308713757016,1472.2132427791912,2.064e-05,Stable
3.0,4818.181818181818,-4432.681418271316,-1183.3597631748794,2.064e-05,Stable
3.0,4959.595959595959,-4394.03006628493,-3696.7109170897147,2.064e-05,Stable
3.0,5101.010101010102,-4493.016782411158,-6144.115462966169,2.064e-05,Stable
3.0,5242.424242424243,-4743.982621793336,-8590.312029849556,2.064e-05,Stable
3.0,5383.838383838384,-5181.124202902826,-11094.54158994773,2.064e-05,Stable
3.0,5525.252525252526,-5865.508972207362,-13713.582363451602,2.064e-05,Stable
3.0,5666.666666666667,-6898.767581399043,-16500.589281908986,2.064e-05,Stable
3.0,5808.080808080808,-8446.992307415401,-19494.834008223355,2.064e-05,Stable
3.0,5949.49494949495,-10779.042209602641,-22688.71909806659,2.064e-05,Stable
3.0,6090.909090909091,-14316.009682107324,-25937.959540254524,2.064e-05,Stable
3.0,6232.323232323232,-19642.575516639045,-28742.89757249633,2.064e-05,Stable
3.0,6373.737373737375,-27255.379074971162,-29828.67107212732,2.064e-05,Stable
3.0,6515.151515151516,-36487.72602915501,-26872.352772373884,2.064e-05,Stable
3.0,6656.565656565657,-43791.607248886845,-18146.837117454517,2.064e-05,Stable
3.0,6797.979797979799,-44557.95950564489,-6491.564182067755,2.064e-05,Stable
3.0,6939.39393939394,-39199.29901920212,2320.445481737932,2.064e-05,Stable
3.0,7080.808080808081,-32007.41906627395,6270.868071992483,2.064e-05,Stable
3.0,7222.222222222223,-25748.375072198563,6822.678646137445,2.064e-05,Stable
3.0,7363.636363636364,-21037.566331057777,5690.58041596825,2.064e-05,Stable
3.0,7505.050505050505,-17656.093232225056,3871.3812882068505,2.064e-05,Stable
3.0,7646.464646464647,-15260.083579052087,1830.8844181699678,2.064e-05,Stable
3.0,7787.878787878788,-13572.874802057624,-234.7505994656476,2.064e-05,Stable
3.0,7929.29292929293,-12403.068385510138,-2251.2899847025346,2.064e-05,Stable
3.0,8070.707070707072,-11625.431542530587,-4196.785508819186,2.064e-05,Stable
3.0,8212.121212121212,-11161.029382507615,-6070.135244241903,2.064e-05,Stable
3.0,8353.535353535353,-10962.95598946168,-7876.647090790477,2.064e-05,Stable
3.0,8494.949494949495,-11007.027261991283,-9620.798861247209,2.064e-05,Stable
3.0,8636.363636363636,-11285.738264370228,-11301.722803209179,2.064e-05,Stable
3.0,8777.777777777777,-11803.894783839301,-12909.291933970107,2.064e-05,Stable
3.0,8919.191919191919,-12574.414040684196,-14419.790770938573,2.064e-05,Stable
3.0,9060.60606060606,-13612.618976327063,-15790.929472852778,2.064e-05,Stable
3.0,9202.020202020203,-14927.036687830176,-16957.02863328413,2.064e-05,Stable
3.0,9343.434343434345,-16504.78950134905,-17827.073511289433,2.064e-05,Stable
3.0,9484.848484848486,-18291.408821983612,-18291.06437046096,2.064e-05,Stable
3.0,9626.262626262627,-20170.154792090703,-18242.05218145166,2.064e-05,Stable
3.0,9767.676767676769,-21954.788392654224,-17617.68709939479,2.064e-05,Stable
3.0,9909.09090909091,-23415.28034154453,-16450.46618866521,2.064e-05,Stable
3.0,10050.505050505051,-24343.380351992684,-14895.256087479895,2.064e-05,Stable
3.0,10191.919191919193,-24630.69003192939,-13201.220011538355,2.064e-05,Stable
3.0,10333.333333333334,-24307.89028340421,-11632.387887641944,2.064e-05,Stable
3.0,10474.747474747475,-23518.342579361113,-10385.698675355838,2.064e-05,Stable
3.0,10616.161616161617,-22451.357442716988,-9553.959351155694,2.064e-05,Stable
3.0,10757.575757575758,-21281.319034656004,-9138.747066651295,2.064e-05,Stable
3.0,10898.9898989899,-20137.296476320353,-9086.664361230154,2.064e-05,Stable
3.0,11040.40404040404,-19099.880952907646,-9323.270787639316,2.064e-05,Stable
3.0,11181.818181818182,-18211.458993750835,-9774.376465470617,2.064e-05,Stable
3.0,11323.232323232323,-17489.07846179878,-10375.589225413505,2.064e-05,Stable
3.0,11464.646464646465,-16934.93906327674,-11074.533744484625,2.064e-05,Stable
3.0,11606.060606060608,-16543.418878965764,-11829.584256585378,2.064e-05,Stable
3.0,11747.47474747475,-16305.154248052573,-12607.441272494383,2.064e-05,Stable
3.0,11888.88888888889,-16209.033102389252,-13380.702327903444,2.064e-05,Stable
3.0,12030.303030303032,-16242.838073857187,-14125.907357638012,2.064e-05,Stable
3.0,12171.717171717173,-16393.07192903066,-14822.229867160544,2.064e-05,Stable
3.0,12313.131313131315,-16644.34908210127,-15450.86578968481,2.064e-05,Stable
3.0,12454.545454545456,-16978.66629787898,-15995.124244807794,2.064e-05,Stable
3.0,12595.959595959597,-17374.852296750785,-16441.175382894533,2.064e-05,Stable
3.0,12737.373737373739,-17808.49773260522,-16779.320734323457,2.064e-05,Stable
3.0,12878.78787878788,-18252.629564017436,-17005.51536651456,2.064e-05,Stable
3.0,13020.202020202021,-18679.26631223526,-17122.724810430725,2.064e-05,Stable
3.0,13161.616161616163,-19061.756403179967,-17141.619677884162,2.064e-05,Stable
3.0,13303.030303030304,-19377.51107397245,-17080.18366583821,2.064e-05,Stable
3.0,13444.444444444445,-19610.51579681622,-16962.072419724038,2.064e-05,Stable
3.0,13585.858585858587,-19752.973303929164,-16813.943869681494,2.064e-05,Stable
3.0,13727.272727272728,-19805.65161126077,-16662.32366293786,2.064e-05,Stable
3.0,13868.68686868687,-19776.9000604291,-16530.707348437103,2.064e-05,Stable
3.0,14010.10101010101,-19680.6766496969,-16437.475237348084,2.064e-05,Stable
3.0,14151.515151515152,-19534.138864796696,-16394.889277334936,2.064e-05,Stable
3.0,14292.929292929293,-19355.336335868084,-16409.112421165315,2.064e-05,Stable
3.0,14434.343434343435,-19161.370763384042,-16480.97019545266,2.064e-05,Stable
3.0,14575.757575757576,-18967.1690888835,-16607.104606728535,2.064e-05,Stable
3.0,14717.17171717172,-18784.839390705085,-16781.21872847969,2.064e-05,Stable
3.0,14858.58585858586,-18623.481729512343,-16995.212949366734,2.064e-05,Stable
3.0,15000.0,-18489.300634679952,-17240.117559153732,2.064e-05,Stable
3.0,1000.0,-691.9980890212429,12580.38930786003,3.44e-05,Stable
3.0,1141.4141414141413,-702.9899164472127,8986.47787640513,3.44e-05,Stable
3.0,1282.828282828283,-720.4612456571148,5863.322087620769,3.44e-05,Stable
3.0,1424.2424242424242,-747.5342551953166,3033.4632629962944,3.44e-05,Stable
3.0,1565.6565656565658,-788.8362367633183,372.62373503831714,3.44e-05,Stable
3.0,1707.0707070707072,-851.3739457854915,-2216.292649502734,3.44e-05,Stable
3.0,1848.4848484848485,-946.0362616866647,-4819.217923941636,3.44e-05,Stable
3.0,1989.8989898989898,-1090.2790011473592,-7523.114393921283,3.44e-05,Stable
3.0,2131.3131313131316,-1313.1455765196554,-10428.129991167738,3.44e-05,Stable
3.0,2272.727272727273,-1665.1748476215334,-13663.241668221151,3.44e-05,Stable
3.0,2414.1414141414143,-2239.2482502154962,-17410.290790410345,3.44e-05,Stable
3.0,2555.5555555555557,-3217.967576857459,-21944.701862957238,3.44e-05,Stable
3.0,2696.969696969697,-4991.796278475593,-27706.246225471532,3.44e-05,Stable
3.0,2838.3838383838383,-8487.679178794377,-35406.0477755907,3.44e-05,Stable
3.0,2979.7979797979797,-16191.863371001846,-46013.92038337369,3.44e-05,Stable
3.0,3121.2121212121215,-35363.25685012089,-58829.10550373426,3.44e-05,Stable
3.0,3262.626262626263,-79377.99141545998,-54631.446145309805,3.44e-05,Stable
3.0,3404.040404040404,-99298.33855953673,6899.411719436319,3.44e-05,Stable
3.0,3545.4545454545455,-59931.72284889419,37008.20214183396,3.44e-05,Stable
3.0,3686.8686868686873,-34225.49544579222,33384.04872852325,3.44e-05,Stable
3.0,3828.2828282828286,-22135.188674653098,25841.440642308058,3.44e-05,Stable
3.0,3969.69696969697,-15955.36456933297,19441.907860539664,3.44e-05,Stable
3.0,4111.111111111111,-12455.956113144108,14355.769699726306,3.44e-05,Stable
3.0,4252.525252525253,-10319.391358528888,10234.134473691884,3.44e-05,Stable
3.0,4393.939393939394,-8954.05498228412,6779.15259111082,3.44e-05,Stable
3.0,4535.353535353535,-8069.45957582972,3782.581142460662,3.44e-05,Stable
3.0,4676.767676767677,-7514.0198679634905,1101.5211347006461,3.44e-05,Stable
3.0,4818.181818181818,-7207.268407976474,-1364.1363450572644,3.44e-05,Stable
3.0,4959.595959595959,-7109.444136131115,-3686.5735834532707,3.44e-05,Stable
3.0,5101.010101010102,-7207.443440662232,-5918.922541392638,3.44e-05,Stable
3.0,5242.424242424243,-7508.732673177715,-8099.85870522219,3.44e-05,Stable
3.0,5383.838383838384,-8039.569222053813,-10254.662853016118,3.44e-05,Stable
3.0,5525.252525252526,-8845.622302042782,-12392.51542830449,3.44e-05,Stable
3.0,5666.666666666667,-9993.25489654557,-14498.791068717586,3.44e-05,Stable
3.0,5808.080808080808,-11568.36352927572,-16520.2400100467,3.44e-05,Stable
3.0,5949.49494949495,-13666.035168237644,-18341.16394948644,3.44e-05,Stable
3.0,6090.909090909091,-16357.883382399246,-19753.31465058861,3.44e-05,Stable
3.0,6232.323232323232,-19618.828331840363,-20438.338097257056,3.44e-05,Stable
3.0,6373.737373737375,-23210.477489381705,-20013.83579108304,3.44e-05,Stable
3.0,6515.151515151516,-26589.51168307447,-18211.759063031488,3.44e-05,Stable
3.0,6656.565656565657,-29010.687129564165,-15158.585481487113,3.44e-05,Stable
3.0,6797.979797979799,-29908.61716712428,-11493.668001004753,3.44e-05,Stable
3.0,6939.39393939394,-29261.774116111243,-8075.24045461375,3.44e-05,Stable
3.0,7080.808080808081,-27540.005546050048,-5512.310489770497,3.44e-05,Stable
3.0,7222.222222222223,-25342.329600041496,-3978.037292443154,3.44e-05,Stable
3.0,7363.636363636364,-23119.954859774607,-3343.0358472358075,3.44e-05,Stable
3.0,7505.050505050505,-21117.522050539017,-3374.8001430460045,3.44e-05,Stable
3.0,7646.464646464647,-19429.254612825556,-3855.4241993402293,3.44e-05,Stable
3.0,7787.878787878788,-18067.828468749038,-4619.190248762088,3.44e-05,Stable
3.0,7929.29292929293,-17010.848989152433,-5551.1709129853025,3.44e-05,Stable
3.0,8070.707070707072,-16225.428712668672,-6574.503968143321,3.44e-05,Stable
3.0,8212.121212121212,-15679.122062832515,-7637.691077070814,3.44e-05,Stable
3.0,8353.535353535353,-15343.753697897706,-8704.910381701966,3.44e-05,Stable
3.0,8494.949494949495,-15195.88488434194,-9749.34175541032,3.44e-05,Stable
3.0,8636.363636363636,-15215.776256745385,-10748.815986882926,3.44e-05,Stable
3.0,8777.777777777777,-15385.699277410129,-11683.167581501824,3.44e-05,Stable
3.0,8919.191919191919,-15687.993132687094,-12532.90269340862,3.44e-05,Stable
3.0,9060.60606060606,-16103.116797867791,-13278.99437411972,3.44e-05,Stable
3.0,9202.020202020203,-16607.965728251333,-13903.721581215555,3.44e-05,Stable
3.0,9343.434343434345,-17174.81229925472,-14392.444299357961,3.44e-05,Stable
3.0,9484.848484848486,-17771.29195512094,-14736.044106407573,3.44e-05,Stable
3.0,9626.262626262627,-18361.78527483501,-14933.496719034525,3.44e-05,Stable
3.0,9767.676767676769,-18910.25917439945,-14993.80030600728,3.44e-05,Stable
3.0,9909.09090909091,-19384.151878460994,-14936.443725784404,3.44e-05,Stable
3.0,10050.505050505051,-19758.39779707319,-14789.907125739352,3.44e-05,Stable
3.0,10191.919191919193,-20018.470072963293,-14588.307946967674,3.44e-05,Stable
3.0,10333.333333333334,-20161.5614980748,-14366.973165281277,3.44e-05,Stable
3.0,10474.747474747475,-20195.654625618303,-14158.08329546123,3.44e-05,Stable
3.0,10616.161616161617,-20136.92904263958,-13987.410920919601,3.44e-05,Stable
3.0,10757.575757575758,-20006.376967089363,-13872.678010969656,3.44e-05,Stable
3.0,10898.9898989899,-19826.512806293194,-13823.481189079868,3.44e-05,Stable
3.0,11040.40404040404,-19618.776162236732,-13842.344192274531,3.44e-05,Stable
3.0,11181.818181818182,-19401.855507500397,-13926.339441094851,3.44e-05,Stable
3.0,11323.232323232323,-19190.869173850668,-14068.809632361104,3.44e-05,Stable
3.0,11464.646464646465,-18997.191759542147,-14260.89531047863,3.44e-05,Stable
3.0,11606.060606060608,-18828.685854064704,-14492.741208410542,3.44e-05,Stable
3.0,11747.47474747475,-18690.13920643294,-14754.369692711945,3.44e-05,Stable
3.0,11888.88888888889,-18583.77036591096,-15036.270087285768,3.44e-05,Stable
3.0,12030.303030303032,-18509.724225430058,-15329.772294107277,3.44e-05,Stable
3.0,12171.717171717173,-18466.521998615517,-15627.26917196633,3.44e-05,Stable
3.0,12313.131313131315,-18451.45693021581,-15922.337889842824,3.44e-05,Stable
3.0,12454.545454545456,-18460.940610678343,-16209.79415904246,3.44e-05,Stable
3.0,12595.959595959597,-18490.8091923188,-16485.69909647679,3.44e-05,Stable
3.0,12737.373737373739,-18536.59769096752,-16747.32820290243,3.44e-05,Stable
3.0,12878.78787878788,-18593.786718514246,-16993.10588380307,3.44e-05,Stable
3.0,13020.202020202021,-18658.0215115597,-17222.50667663905,3.44e-05,Stable
3.0,13161.616161616163,-18725.29946399086,-17435.92502767373,3.44e-05,Stable
3.0,13303.030303030304,-18792.120438641257,-17634.517985357532,3.44e-05,Stable
3.0,13444.444444444445,-18855.594275852236,-17820.028354728576,3.44e-05,Stable
3.0,13585.858585858587,-18913.501963053528,-17994.598591255053,3.44e-05,Stable
3.0,13727.272727272728,-18964.31028577141,-18160.587187331956,3.44e-05,Stable
3.0,13868.68686868687,-19007.143612997388,-18320.39912153328,3.44e-05,Stable
3.0,14010.10101010101,-19041.71993078622,-18476.34015117766,3.44e-05,Stable
3.0,14151.515151515152,-19068.26067092939,-18630.501753229983,3.44e-05,Stable
3.0,14292.929292929293,-19087.38494793772,-18784.679982500114,3.44e-05,Stable
3.0,14434.343434343435,-19099.99851732047,-18940.328062526925,3.44e-05,Stable
3.0,14575.757575757576,-19107.186368814768,-19098.53966179602,3.44e-05,Stable
3.0,14717.17171717172,-19110.115783263085,-19260.057828225923,3.44e-05,Stable
3.0,14858.58585858586,-19109.954345574813,-19425.30352762078,3.44e-05,Stable
3.0,15000.0,-19107.805180241045,-19594.417551911793,3.44e-05,Stable
4.0,1000.0,-54.67304252070855,5156.862362956973,3.44e-06,Stable
4.0,1141.4141414141413,-58.093294470671864,1558.5801199195334,3.44e-06,Stable
4.0,1282.828282828283,-64.0710764798039,-1863.8561033952892,3.44e-06,Stable
4.0,1424.2424242424242,-74.51137776304768,-5323.306960691668,3.44e-06,Stable
4.0,1565.6565656565658,-93.05507367300913,-9042.53283176876,3.44e-06,Stable
4.0,1707.0707070707072,-127.22098173792767,-13318.919850406128,3.44e-06,Stable
4.0,1848.4848484848485,-194.23985613809043,-18640.246607182908,3.44e-06,Stable
4.0,1989.8989898989898,-339.8459727220619,-25967.148076853468,3.44e-06,Stable
4.0,2131.3131313131316,-715.8779734369961,-37623.37088738396,3.44e-06,Stable
